Country_Other,Sep07_2021,Sep08_2021,Sep09_2021,Sep10_2021,Sep11_2021,Sep12_2021,Sep13_2021,Sep14_2021,Sep15_2021,Sep16_2021,Sep17_2021,Sep18_2021,Sep19_2021,Sep20_2021,Sep21_2021,Sep22_2021,Sep23_2021,Sep24_2021,Sep25_2021,Sep26_2021,Sep27_2021,Sep28_2021,Sep29_2021,Sep30_2021,Oct01_2021,Oct02_2021,Oct03_2021,Oct04_2021,Oct05_2021,Oct06_2021,Oct07_2021,Oct08_2021,Oct09_2021,Oct10_2021,Oct11_2021,Oct12_2021,Oct13_2021,Oct14_2021,Oct15_2021,Oct16_2021,Oct17_2021,Oct18_2021,Oct19_2021,Oct20_2021,Oct21_2021,Oct22_2021,Oct23_2021,Oct24_2021,Oct25_2021,Oct26_2021,Oct27_2021,Oct28_2021,Oct29_2021,Oct30_2021,Oct31_2021,Nov01_2021,Nov02_2021,Nov03_2021,Nov04_2021,Nov05_2021,Nov06_2021,Nov07_2021,Nov08_2021,Nov09_2021,Nov10_2021,Nov11_2021,Nov12_2021,Nov13_2021,Nov14_2021,Nov15_2021,Nov16_2021,Nov17_2021,Nov18_2021,Nov19_2021,Nov20_2021,Nov21_2021,Nov22_2021,Nov23_2021,Nov24_2021,Nov25_2021,Nov26_2021,Nov27_2021,Nov28_2021,Nov29_2021,Nov30_2021,Dec01_2021,Dec02_2021,Dec03_2021,Dec04_2021,Dec05_2021,Dec06_2021,Dec07_2021,Dec08_2021,Dec09_2021,Dec10_2021,Dec11_2021,Dec12_2021,Dec13_2021,Dec14_2021,Dec15_2021,Dec16_2021,Dec17_2021,Dec18_2021,Dec19_2021,Dec20_2021,Dec21_2021,Dec22_2021,Dec23_2021,Dec24_2021,Dec25_2021,Dec26_2021,Dec27_2021,Dec28_2021,Dec29_2021,Dec30_2021,Dec31_2021,Jan01_2022,Jan02_2022,Jan03_2022,Jan04_2022,Jan05_2022,Jan06_2022,Jan07_2022,Jan08_2022,Jan09_2022,Jan10_2022,Jan11_2022,Jan12_2022,Jan13_2022,Jan14_2022,Jan15_2022,Jan16_2022,Jan17_2022,Jan18_2022,Jan19_2022,Jan20_2022,Jan21_2022,Jan22_2022,Jan23_2022,Jan24_2022,Jan25_2022,Jan26_2022,Jan27_2022,Jan28_2022,Jan29_2022,Jan30_2022,Jan31_2022,Feb01_2022,Feb02_2022,Feb03_2022,Feb04_2022,Feb05_2022,Feb06_2022,Feb07_2022,Feb08_2022,Feb09_2022,Feb10_2022,Feb11_2022,Feb12_2022,Feb13_2022,Feb14_2022,Feb15_2022,Feb16_2022,Feb17_2022,Feb18_2022,Feb19_2022,Feb20_2022,Feb21_2022,Feb22_2022,Feb23_2022,Feb24_2022,Feb25_2022,Feb26_2022,Feb27_2022,Feb28_2022,Mar01_2022,Mar02_2022,Mar03_2022,Mar04_2022,Mar05_2022,Mar06_2022,Mar07_2022,Mar08_2022,Mar09_2022,Mar10_2022,Mar11_2022,Mar12_2022,Mar13_2022,Mar14_2022,Mar15_2022,Mar16_2022,Mar17_2022,Mar18_2022,Mar20_2022,Mar21_2022,Mar22_2022,Mar23_2022,Mar24_2022,Mar25_2022,Mar26_2022,Mar27_2022,Mar28_2022,Mar29_2022,Mar30_2022,Mar31_2022,Apr01_2022,Apr02_2022,Apr03_2022,Apr04_2022,Apr05_2022,Apr06_2022,Apr07_2022,Apr08_2022,Apr09_2022,Apr10_2022,Apr11_2022,Apr12_2022,Apr13_2022,Apr14_2022,Apr15_2022,Apr16_2022,Apr17_2022,Apr18_2022
Isle of Man,288,268,276,264,258,229,219,222,240,266,285,313,338,356,390,437,459,483,523,311,308,363,350,354,342,365,372,330,402,367,384,406,475,457,476,505,519,608,695,763,843,600,693,668,718,744,725,735,796,778,868,968,706,763,810,590,648,560,596,596,399,427,333,339,399,394,377,324,354,347,382,440,379,426,384,436,410,438,515,514,564,656,620,642,751,796,924,915,914,970,910,"1,022","1,105",935,896,839,773,738,745,725,808,887,640,611,610,714,721,729,753,600,444,385,363,363,267,328,282,282,307,351,396,404,400,366,390,323,362,324,301,301,301,301,301,301,301,301,301,301,301,641,658,643,601,578,578,578,559,559,551,491,448,448,476,505,570,303,271,260,260,211,196,220,231,232,218,218,218,274,294,294,345,354,354,354,430,506,556,600,642,641,700,786,844,944,"1,009","1,070","1,070","1,070","1,360","1,512","1,687","1,734","1,761","1,761","1,871","1,995","2,028","1,981","1,886","1,886","1,886","1,689","1,698","1,635","1,538","1,538","1,538","1,538","1,538","1,538","1,538","1,538","1,538","1,538","1,538","1,535","1,535","1,535","1,535","1,535","1,535","1,535","1,535"
Eritrea,6,6,6,4,4,4,3,6,7,10,11,13,13,10,14,14,14,15,24,24,24,26,38,45,42,42,31,26,20,24,26,27,30,30,43,42,48,44,47,53,52,54,51,44,49,40,37,39,36,36,36,40,47,59,57,62,79,95,121,129,127,127,130,148,160,139,155,164,142,149,131,133,144,158,140,159,168,186,179,192,177,169,174,197,202,202,209,191,157,157,152,140,149,172,184,162,155,153,162,131,139,143,143,139,143,157,154,148,165,164,155,168,147,163,176,189,187,200,203,232,242,267,279,283,292,344,413,453,506,564,535,497,570,566,586,525,474,504,492,455,424,399,335,319,291,307,222,222,182,179,168,168,161,156,147,139,124,106,95,94,70,60,43,34,30,30,29,27,14,12,9,8,4,4,4,4,4,4,2,8,8,5,5,2,3,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,4,1,1,1
Sierra Leone,"1,888","1,888","1,887","1,888","1,888","1,890","1,890","1,891","1,893","1,893","1,896","1,897","1,895","1,895","1,896","1,896","1,895","1,895","1,892","1,892","1,892","1,891","1,891","1,883","1,883","1,883","1,885","1,885","1,885","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882","1,882",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,819,795,775,754,772,753,753,744,734,725,725,721,713,713,703,699,691,689,681,681,681,673,666,660,646,641,639,639,636,632,633,632,633,630,616,609,606,603,600,596,593,593,587,585,583,580,560,530,530,500,467,450,428,420,405,405,405,405,335,307,290,270,270,270,241,231,213,198,178,178,164,148,125,107,107,107,107,52,42,42,35,35,24,24,21,19,19,20,20,18,18,16,17,17,17,17,16,16,16,18,19,19,18,18,18,16,16,13,16,16,18,18,23,25,25,33,33,33,48,63,80,161,185,239,239,254,331,338,425,489,515,515,539,628,626,675,671,671,651,651,875,851,827,834,783,788,788,788,833,813,830,830,821,789,794,792,789,789,798,797,795,810,816,806,810,806,806,806,826,841,841,842,842,856,856,853,847,842,842,842,848,848,836,826,827,827,827,833,833,825,825,845,845,849,849,853,853,854,855,860,860,859,859,840,840,840,835,835,833,790,791,742,742,742,743,735,725,725,726,726,726,702,702
Niger,60,61,66,65,69,69,69,68,67,70,65,65,67,60,60,59,61,50,50,44,43,45,53,53,53,60,63,63,70,74,91,99,99,112,112,95,99,99,91,102,108,112,113,108,119,117,125,128,117,117,135,135,134,147,157,157,142,142,137,137,122,148,152,189,191,214,220,235,242,236,243,220,224,221,221,187,159,159,172,156,156,163,163,150,135,135,120,107,107,90,88,83,93,90,77,77,63,15,22,27,35,35,48,48,63,63,85,90,110,115,116,128,133,133,147,204,233,233,273,310,310,310,498,561,569,621,621,770,757,756,756,766,714,720,702,697,697,648,648,596,557,525,472,476,406,404,349,304,281,281,220,223,226,209,193,174,171,63,51,46,36,41,41,26,26,29,29,28,24,21,21,21,21,12,15,16,19,18,18,9,10,11,10,13,13,12,12,12,12,12,13,15,15,15,18,20,22,20,20,22,22,22,22,16,16,16,18,19,19,21,27,27,27,27,27,50,50,50,50,65,70,75,80
Barbados,615,607,636,690,719,697,738,735,858,828,935,935,837,866,971,"1,000",896,857,974,"1,037","1,062","1,093",858,995,"1,080","1,075","1,021",996,926,803,"1,061","1,360","1,642","1,889","2,099","2,438","2,747","3,062","3,383","3,673","3,519","3,722","4,103","4,278","4,283","4,532","4,700","4,989","5,227","5,461","5,414","5,724","6,093","5,894","6,104","6,361","6,795","6,642","6,965","7,290","7,398","7,441","7,636","7,557","7,312","7,489","7,765","8,047","8,261","8,483","8,426","8,435","8,414","8,474","8,518","8,357","8,246","8,111","7,760","7,757","4,377","3,903","3,903","3,197","3,058","2,885","2,764","2,566","2,477","2,440","2,364","2,387","2,355","2,255","2,355","2,117","2,117","1,919","2,004","1,695","1,587","1,597","1,439","1,439","1,309","1,309","1,399","1,079","1,078",989,969,970,985,955,992,"1,147","1,390","1,485","1,588","1,692","1,768","2,187","2,570","2,820","3,034","3,348","3,618","3,881","4,281","4,700","5,181","5,322","5,614","5,612","5,664","6,115","6,533","6,801","7,195","7,691","7,820","8,003","8,528","8,892","9,521","9,834","10,270","10,887","10,714","11,230","11,663","12,316","12,042","12,217","12,458","12,832","11,992","9,218","6,159","6,173","6,099","5,215","4,948","4,166","4,460","4,310","3,520","3,247","3,215","2,698","2,420","2,218","2,336","2,463","1,985","1,645","1,606","1,745","1,678","1,571","1,682","1,431","1,368","1,517","1,263","1,226","1,333","1,150","1,228","1,054","1,130","1,046","1,119",911,955,907,912,902,926,955,969,873,"1,005","1,180","1,305","1,484","1,275","1,479","1,701","1,898","2,195","1,976","1,976","2,660","2,523","2,722","3,068","3,068","2,970","2,934","3,103","3,103","3,218"
Liberia,"2,596","2,596","2,596","2,596","2,596","2,596",50,50,50,50,36,36,36,174,174,174,174,41,41,41,53,53,54,55,55,55,55,55,55,55,55,55,55,55,57,57,57,59,59,59,59,63,63,64,66,66,66,66,66,66,67,67,67,67,67,70,70,70,70,70,70,70,70,72,72,72,72,72,72,73,8,8,8,8,8,8,9,9,9,11,11,11,11,13,14,14,14,14,14,14,14,19,22,22,11,11,11,22,22,22,22,22,22,22,94,107,107,107,107,107,107,406,406,456,456,456,456,456,456,582,817,817,817,817,817,817,"1,020","1,020","1,087","1,087","1,087","1,087","1,087","1,087","1,087","1,173","1,173","1,173","1,173","1,207","1,207","1,207","1,207","1,217","1,217","1,217","1,235","1,235","1,235","1,235","1,239","1,239","1,239","1,309","1,309","1,309","1,321","1,321","1,321","1,321","1,322","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,323","1,343","1,343","1,343","1,343","1,343","1,343","1,343","1,343","1,343","1,346","1,351","1,351","1,351","1,351","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,356","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,359","1,361","1,361","1,361","1,361","1,361","1,361","1,361","1,361"
Gibraltar,75,73,75,76,82,65,68,69,66,78,81,83,77,73,70,75,70,70,67,65,58,62,68,75,80,83,85,83,88,86,93,91,84,88,107,129,146,159,164,164,161,162,172,190,202,187,173,185,178,165,176,186,193,197,191,178,189,224,222,249,238,233,225,263,282,353,387,451,496,472,520,587,646,706,753,765,788,668,618,586,623,576,449,412,452,485,404,395,361,317,285,270,304,284,283,258,275,231,249,272,315,364,376,384,380,415,456,488,540,558,564,561,638,777,716,859,896,872,936,976,"1,101","1,353","1,378","1,469","1,470","1,435","1,394","1,452","1,644","1,656","1,692","1,800","1,472","1,530","1,487","1,612","1,443","1,588","1,562","1,528","1,545","1,548","1,591","1,689","1,433","1,358","1,336","1,308","1,408","1,453","1,282","1,230","1,138","1,082","1,111","1,181","1,217","1,123","1,123","1,123",845,848,887,864,779,779,779,779,622,631,666,613,613,613,495,501,499,499,480,480,480,331,312,335,337,326,326,326,296,323,364,400,409,409,430,497,525,566,559,559,559,505,493,542,570,519,519,519,446,440,508,556,556,556,556,556,556,556,814,814,814,814,814
San Marino,66,66,66,66,66,66,58,58,58,58,58,58,58,60,60,60,60,60,60,60,27,27,27,27,27,27,27,23,23,23,23,23,23,23,36,36,36,36,36,36,36,17,17,17,17,17,17,17,34,34,34,34,34,34,34,34,34,86,86,86,86,86,67,67,67,67,67,67,67,102,102,102,102,102,102,102,178,178,178,178,178,178,178,276,276,276,276,276,276,276,351,351,351,351,351,351,351,528,528,528,528,753,753,753,862,862,862,862,877,877,877,832,832,832,832,"1,020","1,020","1,020","1,122","1,122","1,122","1,122","1,418","1,418","1,418","1,495","1,495","1,495","1,495","1,752","1,752","1,752","1,641","1,641","1,641","1,641","1,684","1,684","1,684","1,587","1,587","1,587","1,587","1,587","1,587","1,587","1,643","1,643","1,643","1,643","1,643","1,643","1,643","1,204","1,204","1,204","1,204","1,204","1,204","1,204",652,652,652,652,652,652,652,392,392,392,392,392,392,392,263,263,263,263,263,263,263,213,213,213,213,213,213,213,274,274,274,274,274,274,315,315,315,315,315,315,315,328,328,328,328,328,328,328,328,328,328,328,328,328,328,344,344,344,344,344,344,344,344
Chad,6,21,21,22,24,26,27,25,16,16,16,15,18,18,14,12,12,9,7,8,7,8,7,8,11,9,11,11,14,13,12,19,20,20,19,14,16,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,"1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,125","1,497","1,497","1,497","1,497","1,497","1,497","1,497","1,828","1,828","1,828","1,828","1,828","1,828","1,828","2,009","2,009","2,009","2,009","2,009","2,009","2,009","2,091","2,091","2,091","2,091","2,091","2,091","2,091","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,182","2,182","2,182","2,182","2,182","2,182","2,182","2,191","2,191","2,191","2,191","2,191","2,191","2,191","2,194","2,194","2,194","2,194","2,194","2,194","2,194","2,203","2,203","2,203","2,203","2,203","2,203","2,222","2,222","2,222","2,222","2,222","2,222","2,222","2,243","2,243","2,243","2,243","2,243","2,243","2,243","2,281","2,281","2,281","2,281","2,281","2,281","2,281","2,312","2,312","2,312","2,312","2,312","2,312","2,312","2,329"
Comoros,21,23,23,23,16,19,19,19,19,15,15,15,16,19,17,10,12,12,12,12,21,29,29,31,37,34,40,40,28,20,17,17,17,21,22,24,18,20,21,21,23,22,22,23,21,19,22,21,30,38,43,43,43,43,49,49,52,56,62,68,67,68,72,70,85,84,75,82,88,86,73,73,75,88,88,70,77,73,74,74,73,66,64,64,55,60,67,70,69,79,79,73,79,73,43,40,42,44,32,35,47,55,91,91,117,117,384,548,755,892,"1,011","1,135","1,211","1,341","1,577","1,649","1,733","1,877","1,761","1,838","1,971","1,597","1,620","1,633","1,519","1,385","1,244","1,106",962,866,798,617,512,322,257,257,154,128,117,87,71,65,45,42,39,34,25,24,20,26,46,103,117,134,135,148,157,158,158,156,156,154,150,127,77,64,48,49,39,39,20,20,19,18,18,18,18,18,18,18,21,21,14,16,14,16,16,17,22,22,22,22,20,19,14,13,10,10,10,10,10,10,10,7,7,8,8,12,12,12,10,9,10,10,10,7,7,7,7,7,7,7,7
Sint Maarten,231,241,242,242,240,219,190,195,187,183,171,171,175,152,163,159,165,165,166,166,157,175,175,180,185,160,162,140,137,136,129,123,123,122,122,99,95,81,76,64,64,46,47,48,46,44,43,43,39,39,37,30,32,30,30,27,26,25,26,24,24,23,27,22,26,26,26,29,29,33,36,37,35,35,37,37,26,25,23,23,20,20,20,24,25,28,20,16,19,19,25,29,31,34,33,33,33,45,46,49,46,46,52,52,59,51,70,79,101,101,101,136,236,236,326,448,543,543,543,826,992,992,"1,280","1,280","1,477","1,477","1,544","1,945","2,320","2,597","2,643","2,618","2,618","2,602","2,451","2,156","1,876","1,542","1,409","1,409","1,184","1,086",941,807,735,708,618,557,510,495,471,452,452,418,417,301,280,244,235,235,220,208,167,119,100,61,61,64,48,49,50,46,43,43,46,51,48,47,42,42,42,48,50,51,51,51,52,57,50,40,30,24,24,26,26,33,33,29,18,18,18,22,25,40,49,63,77,79,79,74,83,73,73,85,86,71,68,83,83,81,81,81,81
New Zealand,720,658,625,617,640,599,614,604,556,565,489,420,394,410,325,301,289,256,250,225,222,216,256,272,275,239,263,287,308,350,376,422,419,456,469,494,547,617,683,665,642,652,736,790,891,"1,019","1,119","1,153","1,256","1,232","1,304","1,393","1,516","1,672","1,753","1,916","1,964","2,062","2,185","2,336","2,524","2,564","2,754","2,825","2,967","3,091","3,275","3,406","3,569","3,656","3,871","4,051","4,192","4,324","4,421","4,437","4,638","4,828","5,036","5,213","5,375","5,505","5,582","5,756","5,878","6,008","6,147","6,189","6,270","6,317","6,402","6,416","6,463","6,558","6,628","6,661","6,738","6,811","6,863","2,148","2,219","2,103","1,993","1,902","1,804","1,721","1,653","1,585","1,548","1,614","1,444","1,391","1,334","1,272","1,226","1,197","1,197","1,160","1,138","1,143","1,102","1,081","1,068","1,139","1,087","1,073","1,051","1,062","1,035","1,051","1,005","1,025","1,024","1,028","1,026","1,037","1,049","1,068","1,096","1,133","1,164","1,190","1,241","1,320","1,405","1,497","1,553","1,702","1,835","1,974","2,179","2,388","2,519","2,707","2,880","3,035","3,285","3,660","4,059","4,887","5,656","6,309","7,365","8,734","10,412","12,092","14,259","16,371","19,026","22,022","27,949","39,720","53,119","67,968","82,433","100,143","124,114","146,779","152,479","167,919","179,536","192,608","192,579","202,257","208,724","209,862","206,405","197,387","190,467","193,250","197,652","199,847","123,867","121,134","120,059","119,346","119,989","118,869","120,625","118,837","114,511","112,976","109,227","105,065","101,875","99,486","96,917","95,078","92,789","89,760","86,403","82,799","79,246","76,170","74,087","71,466","68,400","65,309","63,240","61,079","58,314","57,532","56,177"
Brunei,"1,493","1,518","1,501","1,458","1,475","1,495","1,548","1,554","1,555","1,508","1,534","1,596","1,564","1,658","1,679","1,785","1,785","1,905","2,061","2,177","2,219","2,192","2,188","2,199","2,233","2,321","2,335","2,343","2,350","2,315","2,267","2,225","2,168","2,226","2,223","2,311","2,283","2,263","2,501","2,438","2,742","2,729","2,722","2,689","2,589","2,502","2,453","2,425","2,476","2,466","2,353","2,292","2,005","1,887","1,753","1,655","1,509","1,434","1,356","1,304","1,204","1,204","1,086",871,755,730,704,629,557,557,482,496,446,423,423,433,427,443,464,463,479,528,528,510,489,449,449,397,348,315,267,199,118,115,97,300,277,255,238,228,220,213,205,206,201,170,157,142,142,142,142,100,99,102,100,100,100,102,91,91,103,103,134,149,180,216,216,271,271,271,271,271,351,351,382,382,368,354,354,368,368,368,365,353,370,370,458,458,600,600,600,"1,200","1,200","1,876","2,077","2,457","2,961","3,746","4,590","5,181","6,480","7,015","7,516","8,981","11,731","13,362","15,466","17,104","19,382","21,504","24,349","26,553","27,843","28,304","29,905","31,422","33,195","35,617","37,437","38,158","38,594","39,541","40,225","39,270","39,785","38,014","35,456","33,586","30,440","27,579","23,984","20,375","16,561","13,187","12,262","11,966","11,046","9,901","9,076","7,504","6,736","6,149","6,015","5,548","4,974","4,455","4,120","3,777","3,440","3,113","2,916","2,739","2,524","2,311","2,242","2,413","2,532","2,399","2,064","1,640","1,463","1,402","1,271"
Saint Martin,"2,019","2,019","2,138","2,138","2,138","2,138","2,138","2,138","2,138","2,200","2,200","2,200","2,200","2,200","2,200","2,200","2,200","2,273","2,273","2,273","2,273","2,273","2,273","2,294","2,294","2,294","2,294","2,294","2,294","2,294","2,335","2,335","2,335","2,335","2,335","2,335","2,335","2,365","2,365","2,365","2,365","2,365","2,365","2,365","2,396","2,396","2,396","2,396","2,396","2,396","2,396","2,396","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,417","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,518","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,553","2,793","2,793","2,793","2,793","2,793","2,793","2,793","3,690","3,690","3,690","3,690","3,690","3,690","3,690","6,254","6,254","6,254","6,254","6,254","6,254","6,254","7,684","7,684","7,684","7,684","7,684","7,684","7,684","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","7,979","8,312","8,312","8,312","8,312","8,312","8,312","8,312","8,365","8,365","8,365","8,365","8,365","8,365","8,365","8,415","8,415","8,415","8,415","8,415","8,415","8,415","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,450","8,645","8,645","8,645","8,645","8,645","8,645","8,645","8,714","8,714","8,714","8,714","8,714","8,714","8,714","8,817","8,817","8,817","8,817","8,817"
Liechtenstein,76,85,78,68,74,78,84,55,55,55,45,48,48,41,42,42,44,43,43,43,30,25,24,21,20,21,22,21,20,18,21,18,21,21,19,17,19,24,28,37,40,39,39,45,41,46,49,54,37,49,45,41,44,52,63,66,62,63,75,81,93,107,98,112,118,123,135,147,169,146,159,189,236,267,325,380,384,374,391,401,394,441,488,362,366,389,386,360,429,474,522,386,386,416,383,436,488,405,343,363,327,331,376,441,330,314,311,312,347,388,427,283,276,270,282,324,383,424,299,301,316,417,395,456,523,482,481,486,432,316,499,547,270,266,354,376,420,527,527,328,374,413,413,451,636,715,380,348,494,428,453,595,656,352,351,446,506,472,588,660,401,372,368,373,419,496,621,365,297,317,382,406,487,544,438,343,385,471,740,892,991,723,580,692,616,607,642,851,530,565,654,790,767,"1,036",568,502,485,489,526,654,735,393,307,354,367,146,146,146,146,146,195,273,273,273,328,355,354,349,333,373,270,276,250
Bermuda,472,472,472,613,613,613,613,948,948,"1,083","1,238","1,238","1,427","1,513","1,513","1,547","1,547","1,612","1,612","1,612","1,470","1,470","1,453","1,453","1,453","1,377","1,377","1,106","1,106",890,890,812,812,812,812,708,708,474,474,474,350,350,258,258,258,171,171,171,127,127,99,99,84,84,84,66,66,57,57,59,59,59,62,62,62,62,58,58,58,58,49,38,38,30,30,30,25,25,25,21,21,21,21,33,33,33,30,30,30,30,30,30,31,31,24,24,24,35,35,35,62,62,62,62,152,152,152,234,234,234,234,234,234,234,522,522,522,522,522,912,912,912,"1,111","1,111","1,111","1,604","1,604","1,604","1,604","1,882","1,882","1,882","1,953","1,953","1,953","1,886","1,886","1,886","1,886","1,719","1,719","1,719","1,404","1,404","1,404","1,404",925,925,925,471,471,471,471,311,311,311,272,272,272,272,206,206,206,211,211,211,211,204,204,204,217,217,217,217,167,167,167,173,173,173,173,180,180,180,224,224,224,224,257,257,257,271,271,271,312,312,312,277,277,277,277,241,241,241,238,238,238,238,238,238,238,220,220,220,220,220,220,220,207,207,207,207,207
Monaco,83,87,82,75,72,68,63,58,52,45,43,39,32,30,33,35,33,31,29,28,28,29,28,27,27,24,19,21,25,25,25,28,28,28,26,26,26,42,43,41,41,40,49,49,53,42,37,30,31,26,25,27,28,30,29,29,31,30,29,32,32,32,33,43,43,50,50,54,42,43,46,57,70,81,80,77,76,116,130,144,167,175,169,142,146,151,144,158,152,138,130,163,177,184,208,225,200,185,209,238,257,283,305,296,283,328,328,361,360,387,328,332,380,423,459,493,481,472,463,500,481,514,485,510,508,466,438,413,430,466,471,455,476,472,430,525,552,622,587,559,549,514,550,504,476,396,334,353,359,348,338,353,333,283,286,273,277,263,254,223,208,196,192,176,188,198,177,180,205,216,227,210,204,186,170,167,181,185,170,164,137,145,154,184,200,229,251,229,242,278,300,315,307,282,273,320,371,382,352,324,248,266,294,293,269,203,213,187,150,193,242,259,271,268,202,194,217,227,234,219,211,176,181
Turks and Caicos,106,107,96,96,113,115,115,94,94,112,117,116,111,111,111,104,110,101,60,63,62,62,55,62,52,56,56,56,59,61,62,67,72,56,56,56,59,63,69,48,47,48,52,57,59,53,57,57,57,57,56,64,50,55,55,54,55,63,64,64,56,62,57,59,59,63,64,47,56,56,47,61,58,58,56,65,65,65,45,49,49,51,51,51,51,54,29,29,29,29,27,27,23,28,39,46,46,46,44,52,52,59,54,54,62,62,56,80,88,102,143,143,125,115,109,94,196,336,316,312,312,373,458,457,529,412,479,745,768,850,816,845,924,576,532,687,687,627,247,293,289,251,242,219,212,231,222,221,246,246,175,129,132,134,117,122,122,128,139,139,139,54,54,44,45,47,47,47,47,39,36,37,37,44,44,44,44,44,44,44,44,44,44,44,30,30,30,30,30,30,30,30,30,30,30,30,26,26,26,26,26,26,36,36,36,36,36,36,36,28,28,28,28,28,28,28,28,38,38,38,38,38,38
Sao Tome and Principe,191,193,211,253,271,273,265,303,312,388,419,415,418,461,472,537,534,589,614,620,620,652,658,644,672,679,669,625,630,614,613,612,607,598,556,547,542,541,521,514,509,500,497,475,466,461,458,451,443,438,433,417,409,406,400,364,38,36,37,37,32,40,32,33,28,26,24,24,24,24,21,21,13,10,6,4,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,8,11,22,25,26,55,84,142,162,168,177,207,268,286,392,653,940,"1,064","1,059","1,161","1,315","1,426","1,446","1,438","1,405","1,438","1,371","1,193","1,119",979,864,724,562,458,410,372,378,313,289,260,136,124,115,111,82,66,39,32,30,21,24,21,19,15,13,11,10,10,11,10,11,10,10,10,11,10,10,10,9,9,5,3,3,2,1,0,0,0,0,0,1,2,3,4,4,4,6,6,8,8,6,6,7,6,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
British Virgin Islands,66,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
